2582370,189148,2021-06-23 15:23:20.545098
2581662,189287,2021-06-23 15:24:24.626108
2582566,186969,2021-06-23 15:25:28.471100
2582594,189286,2021-06-23 15:26:32.335070
2581829,189142,2021-06-23 15:27:36.318706
2582656,189286,2021-06-23 15:28:40.314794
2582667,189146,2021-06-23 15:29:44.319152
2582663,189290,2021-06-23 15:30:48.454610
2581865,186972,2021-06-23 15:31:52.668837
2582702,189290,2021-06-23 15:32:56.576223
2582764,186971,2021-06-23 15:34:01.324890
2582775,189146,2021-06-23 15:35:05.220840
2582798,186969,2021-06-23 15:36:10.084022
2582005,186970,2021-06-23 15:37:14.037468
2582899,186969,2021-06-23 15:38:17.785004
2582934,189287,2021-06-23 15:39:21.523665
2582936,186968,2021-06-23 15:40:25.468425
2582124,186969,2021-06-23 15:41:29.110014
2582980,189286,2021-06-23 15:42:33.049981
2583030,189286,2021-06-23 15:43:37.446559
2583081,189143,2021-06-23 15:44:41.375384
2583136,186970,2021-06-23 15:45:47.247582
2583181,189288,2021-06-23 15:46:51.021733
2583190,189289,2021-06-23 15:47:54.761512
2583238,189289,2021-06-23 15:48:58.810617
2582447,189146,2021-06-23 15:50:02.828118
2583268,189290,2021-06-23 15:51:06.680708
2582452,189147,2021-06-23 15:52:10.403364
2583282,189146,2021-06-23 15:53:14.286660
2582482,189289,2021-06-23 15:54:18.005928
2583264,189289,2021-06-23 15:55:21.725941
2583259,189146,2021-06-23 15:56:25.669173
2583267,186968,2021-06-23 15:57:29.164361
2583301,189285,2021-06-23 15:58:32.895303
2583327,189145,2021-06-23 15:59:36.842084
2583329,186969,2021-06-23 16:00:40.590428
2583346,186964,2021-06-23 16:01:44.349928
2582565,189142,2021-06-23 16:02:48.268192
2583335,189141,2021-06-23 16:03:52.113754
2583377,186966,2021-06-23 16:04:55.807685
2582599,189144,2021-06-23 16:05:59.586543
2583450,189287,2021-06-23 16:07:03.269410
2583527,186968,2021-06-23 16:08:21.547409
2582697,189289,2021-06-23 16:09:25.270159
2583506,186965,2021-06-23 16:10:29.122719
2582703,189145,2021-06-23 16:11:33.038131
2583533,189286,2021-06-23 16:12:36.904964
2582730,189143,2021-06-23 16:13:40.758247
2583568,186963,2021-06-23 16:14:44.391419
2582783,189287,2021-06-23 16:15:48.265291
2582781,186964,2021-06-23 16:16:52.030478
2582790,186967,2021-06-23 16:17:55.788083
2583594,186967,2021-06-23 16:18:59.472356
2583580,189287,2021-06-23 16:20:03.468473
2582785,189286,2021-06-23 16:21:07.383552
2583610,186966,2021-06-23 16:22:12.417842
2583667,189287,2021-06-23 16:23:16.264516
2582881,186971,2021-06-23 16:24:20.189778
2583706,186970,2021-06-23 16:25:24.149269
2583723,189290,2021-06-23 16:26:28.056370
2583746,189149,2021-06-23 16:27:31.819797
2582932,189146,2021-06-23 16:28:36.168625
2583748,189288,2021-06-23 16:29:40.410660
2583739,186968,2021-06-23 16:30:44.653858
2583724,189145,2021-06-23 16:31:48.940411
2583750,189143,2021-06-23 16:32:53.150025
2582927,186967,2021-06-23 16:33:57.155927
2582926,189143,2021-06-23 16:35:01.517415
2583720,186967,2021-06-23 16:36:05.629435
2583723,189142,2021-06-23 16:37:10.086621
2583725,189146,2021-06-23 16:38:14.441733
2583751,189285,2021-06-23 16:39:18.885256
2582921,186963,2021-06-23 16:40:23.175520
2583736,189143,2021-06-23 16:41:27.594886
2582906,189143,2021-06-23 16:42:31.997613
2583725,189143,2021-06-23 16:43:36.531942
2582900,186964,2021-06-23 16:44:40.578783
2582891,189146,2021-06-23 16:45:44.413581
2582886,189145,2021-06-23 16:46:48.203529
2582915,186962,2021-06-23 16:47:51.974146
2583738,189284,2021-06-23 16:48:55.942083
2583713,189283,2021-06-23 16:49:59.590745
2583763,189141,2021-06-23 16:51:03.466263
2583751,186960,2021-06-23 16:52:07.173938
2583777,186960,2021-06-23 16:53:10.857160
2583828,189284,2021-06-23 16:54:14.520749
2583850,189283,2021-06-23 16:55:18.333783
2583054,186959,2021-06-23 16:56:21.980444
2583855,189138,2021-06-23 16:57:25.822335
2583877,189137,2021-06-23 16:58:29.699783
2583882,189138,2021-06-23 16:59:33.712504
2583867,189280,2021-06-23 17:00:37.679620
2583065,186958,2021-06-23 17:01:41.586330
2583068,189138,2021-06-23 17:02:45.434320
2583792,189283,2021-06-23 17:03:49.326361
2583820,189138,2021-06-23 17:04:53.430363
2583856,189139,2021-06-23 17:05:57.672164
2583899,189284,2021-06-23 17:07:01.329689
2583969,189140,2021-06-23 17:08:05.026059
2583977,186960,2021-06-23 17:09:08.906711
2583163,189280,2021-06-23 17:10:12.626494
2583999,189279,2021-06-23 17:11:16.483805
2583174,189138,2021-06-23 17:12:20.139820
2583168,189136,2021-06-23 17:13:23.789310
2583953,186953,2021-06-23 17:14:27.924427
2583872,189278,2021-06-23 17:15:31.534693
2583026,189134,2021-06-23 17:16:36.828594
2583022,186953,2021-06-23 17:17:40.544943
2583045,189281,2021-06-23 17:18:44.229777
2583825,189132,2021-06-23 17:19:47.955620
2583050,189138,2021-06-23 17:20:51.583703
2583849,189279,2021-06-23 17:21:55.141300
2583074,186956,2021-06-23 17:23:00.820098
2583101,189280,2021-06-23 17:24:04.816105
2583114,189137,2021-06-23 17:25:08.427639
2583910,189135,2021-06-23 17:26:12.130334
2583075,189132,2021-06-23 17:27:15.847779
2583832,189276,2021-06-23 17:28:19.524985
2583772,189136,2021-06-23 17:29:23.275407
2582961,189276,2021-06-23 17:30:26.830531
2583525,189135,2021-06-23 17:31:30.381445
2582743,189140,2021-06-23 17:32:33.793825
2583608,186964,2021-06-23 17:33:37.276532
2583579,189287,2021-06-23 17:34:40.841982
2582762,189144,2021-06-23 17:35:44.474192
2583512,186967,2021-06-23 17:36:48.095668
2582709,186965,2021-06-23 17:37:51.625499
2583411,189147,2021-06-23 17:38:55.387803
2583469,189290,2021-06-23 17:39:59.208569
2583490,189149,2021-06-23 17:41:02.999394
2582746,189290,2021-06-23 17:42:06.680641
2583477,189146,2021-06-23 17:43:11.321760
2582663,186965,2021-06-23 17:44:15.184691
2582688,186967,2021-06-23 17:45:19.171440
2583482,186966,2021-06-23 17:46:22.911819
2583394,189148,2021-06-23 17:47:26.483705
2583365,189146,2021-06-23 17:48:30.139963
2582564,189288,2021-06-23 17:49:33.980369
2583421,189146,2021-06-23 17:50:37.529925
2582632,189289,2021-06-23 17:51:41.094773
2583391,189288,2021-06-23 17:52:44.895940
2583408,186963,2021-06-23 17:53:48.679497
2582626,189142,2021-06-23 17:54:52.422423
2582626,189142,2021-06-23 17:55:56.872148
2582719,186965,2021-06-23 17:57:01.075333
2582737,189285,2021-06-23 17:58:05.671402
2582785,189284,2021-06-23 17:59:09.947178
2583625,186960,2021-06-23 18:00:14.370890
2583630,189281,2021-06-23 18:01:18.496035
2582824,189139,2021-06-23 18:02:22.740695
2583691,189137,2021-06-23 18:03:27.115454
2583808,189282,2021-06-23 18:04:31.527920
2583830,186959,2021-06-23 18:05:35.394747
2583971,186960,2021-06-23 18:06:39.738403
2583159,186957,2021-06-23 18:07:43.739065
2584005,189278,2021-06-23 18:08:48.102380
2584038,186959,2021-06-23 18:09:52.136843
2584050,189279,2021-06-23 18:10:56.374980
2584108,189137,2021-06-23 18:12:01.094555
2584138,189279,2021-06-23 18:13:04.905012
2584185,189138,2021-06-23 18:14:09.074270
2584253,189280,2021-06-23 18:15:13.112446
2584248,186957,2021-06-23 18:16:17.269674
2584268,189280,2021-06-23 18:17:21.242100
2583477,189141,2021-06-23 18:18:25.895409
2584262,186958,2021-06-23 18:19:30.192707
2583470,189283,2021-06-23 18:20:34.459028
2583493,186963,2021-06-23 18:21:38.597202
2584325,189285,2021-06-23 18:22:42.740511
2584349,186959,2021-06-23 18:23:46.931813
2583558,186962,2021-06-23 18:24:51.092655
2584378,186959,2021-06-23 18:25:55.605177
2584387,189140,2021-06-23 18:27:01.440412
2583579,189138,2021-06-23 18:28:05.397501
2584361,186957,2021-06-23 18:29:09.825101
2584395,186960,2021-06-23 18:30:14.218162
2584485,189139,2021-06-23 18:31:18.430082
2584541,189281,2021-06-23 18:32:22.997069
2584545,189141,2021-06-23 18:33:27.187393
2584565,189141,2021-06-23 18:34:31.583136
2584566,189140,2021-06-23 18:35:35.814733
2584532,186958,2021-06-23 18:36:40.501142
2583731,189139,2021-06-23 18:37:44.491760
2584515,186953,2021-06-23 18:38:48.746765
2584519,189278,2021-06-23 18:39:53.376436
2584551,189278,2021-06-23 18:40:57.603955
2584494,189138,2021-06-23 18:42:02.286359
2584483,189280,2021-06-23 18:43:06.847368
2584505,186956,2021-06-23 18:44:11.149773
2584524,189280,2021-06-23 18:45:15.192432
2584487,189132,2021-06-23 18:46:20.201880
2584447,186950,2021-06-23 18:47:24.508063
2584442,189130,2021-06-23 18:48:28.585184
2584454,189129,2021-06-23 18:49:32.993662
2584478,186947,2021-06-23 18:50:37.041464
2584513,186946,2021-06-23 18:51:40.877632
2583651,189270,2021-06-23 18:52:44.504854
2583664,189128,2021-06-23 18:53:48.313972
2584448,189271,2021-06-23 18:54:51.973906
2583721,186945,2021-06-23 18:55:55.658737
2584514,189127,2021-06-23 18:56:59.186716
2583755,189271,2021-06-23 18:58:02.859901
2583787,186947,2021-06-23 18:59:06.532317
2584577,186953,2021-06-23 19:00:10.455929
2584479,189275,2021-06-23 19:01:14.108510
2584437,189131,2021-06-23 19:02:18.003186
2584959,186950,2021-06-23 19:03:21.616507
2585080,189127,2021-06-23 19:04:25.655555
2585133,189128,2021-06-23 19:05:29.347767
2585092,186948,2021-06-23 19:06:33.115766
2585103,189128,2021-06-23 19:07:36.607098
2584266,189268,2021-06-23 19:08:42.518836
2585164,189128,2021-06-23 19:09:46.140439
2584331,189273,2021-06-23 19:10:49.836781
2585120,186947,2021-06-23 19:11:53.893200
2585202,189130,2021-06-23 19:12:57.718541
2584478,186947,2021-06-23 19:14:01.433301
2584554,189274,2021-06-23 19:15:04.960109
2585260,186949,2021-06-23 19:16:08.691261
2584519,189134,2021-06-23 19:17:12.355662
2584516,189279,2021-06-23 19:18:15.823023
2585254,189278,2021-06-23 19:19:19.584038
2584518,189277,2021-06-23 19:20:23.340203
2584532,189137,2021-06-23 19:21:27.140454
2585262,186955,2021-06-23 19:22:30.791844
2584545,189280,2021-06-23 19:23:34.256783
2585245,186956,2021-06-23 19:24:38.124663
2585249,189139,2021-06-23 19:25:41.955741
2585278,186953,2021-06-23 19:26:45.877804
2585252,189133,2021-06-23 19:27:49.502816
2585243,186949,2021-06-23 19:28:53.153141
2585258,186949,2021-06-23 19:29:56.825724
2584551,189129,2021-06-23 19:31:00.510837
2585277,189127,2021-06-23 19:32:04.295226
2585275,189271,2021-06-23 19:33:07.944198
2585283,189268,2021-06-23 19:34:11.527657
2584589,189267,2021-06-23 19:35:15.342151
2583189,189268,2021-06-23 19:36:19.484947
2583873,189126,2021-06-23 19:37:23.044742
2583946,186944,2021-06-23 19:38:26.781189
2584055,189272,2021-06-23 19:39:30.453355
2585325,186946,2021-06-23 19:40:33.983364
2584675,186945,2021-06-23 19:41:37.656239
2585321,189271,2021-06-23 19:42:41.537701
2584629,186944,2021-06-23 19:43:45.163491
2585294,189265,2021-06-23 19:44:48.890086
2584590,186941,2021-06-23 19:45:52.539363
2585248,186939,2021-06-23 19:46:56.307392
2584552,189123,2021-06-23 19:48:00.048499
2585227,186942,2021-06-23 19:49:03.796692
2585218,189266,2021-06-23 19:50:07.487645
2584495,189124,2021-06-23 19:51:11.191483
2585203,186944,2021-06-23 19:52:15.021440
2585196,189268,2021-06-23 19:53:18.967385
2585266,189268,2021-06-23 19:54:22.814449
2585265,189122,2021-06-23 19:55:26.650201
2585268,189267,2021-06-23 19:56:30.311333
2585296,189270,2021-06-23 19:57:33.984484
2584710,189266,2021-06-23 19:58:38.339059
2585297,189127,2021-06-23 19:59:42.208136
2585292,189123,2021-06-23 20:00:46.132182
2585249,189124,2021-06-23 20:01:49.955186
2584530,186944,2021-06-23 20:02:53.700134
2585133,189270,2021-06-23 20:03:57.281197
2585122,189267,2021-06-23 20:05:01.037647
2584487,189128,2021-06-23 20:06:04.703702
2584538,189127,2021-06-23 20:07:08.778476
2585204,189270,2021-06-23 20:08:12.679323
2585247,186942,2021-06-23 20:09:16.495250
2585227,189263,2021-06-23 20:10:20.381326
2585290,186937,2021-06-23 20:11:24.161758
2584603,189121,2021-06-23 20:12:27.964524
2585241,186941,2021-06-23 20:13:32.121709
2585266,189265,2021-06-23 20:14:35.797485
2585287,189123,2021-06-23 20:15:39.509801
2585245,189267,2021-06-23 20:16:43.265489
2585213,189124,2021-06-23 20:17:46.969379
2585104,186941,2021-06-23 20:18:50.709744
2584984,189122,2021-06-23 20:19:54.326787
2584383,186937,2021-06-23 20:20:58.363770
2584990,189119,2021-06-23 20:22:02.185877
2585022,189120,2021-06-23 20:23:06.104876
2584436,189125,2021-06-23 20:24:09.681576
2584500,189268,2021-06-23 20:25:13.505341
2585141,189125,2021-06-23 20:26:17.159403
2584523,189126,2021-06-23 20:27:21.030461
2585163,186941,2021-06-23 20:28:24.771191
2584598,189266,2021-06-23 20:29:28.428282
2584547,189126,2021-06-23 20:30:32.326342
2584549,186939,2021-06-23 20:31:36.105921
2585181,186935,2021-06-23 20:32:39.873763
2585139,186936,2021-06-23 20:33:43.660309
2584528,189117,2021-06-23 20:34:47.470551
2584573,189259,2021-06-23 20:35:51.428964
2584538,189262,2021-06-23 20:36:55.172445
2585125,189261,2021-06-23 20:37:58.853564
2589622,186629,2021-06-24 18:39:08.048763
2589628,188890,2021-06-24 18:39:12.508416
2591923,189012,2021-06-25 07:26:55.887282
2591903,186632,2021-06-25 07:27:03.338920
2591904,188788,2021-06-25 07:27:07.757073
2591935,189017,2021-06-25 07:27:12.115606
2591543,186633,2021-06-25 07:27:16.572353
2591543,189017,2021-06-25 07:27:21.206770
2591543,186634,2021-06-25 07:27:25.908626
2591912,189017,2021-06-25 07:27:30.335405
2591543,189016,2021-06-25 07:27:34.733718
2591918,186634,2021-06-25 07:27:39.208074
2591907,186634,2021-06-25 07:27:43.850332
2591931,189018,2021-06-25 07:27:48.909848
2591913,189018,2021-06-25 07:27:53.859077
2591914,188788,2021-06-25 07:27:58.792999
2591934,186634,2021-06-25 07:28:03.724825
2591929,186634,2021-06-25 07:28:08.112564
2591924,189018,2021-06-25 07:28:12.968744
2591912,186634,2021-06-25 07:28:17.934400
2591911,189018,2021-06-25 07:28:22.714729
2591911,188789,2021-06-25 07:28:27.553945
2591905,188789,2021-06-25 07:28:32.144749
2591909,189017,2021-06-25 07:28:36.593481
2591899,189017,2021-06-25 07:28:41.757766
2591910,188790,2021-06-25 07:28:46.262886
2591894,186633,2021-06-25 07:28:50.562356
2591531,186633,2021-06-25 07:28:54.872443
2591909,189016,2021-06-25 07:28:59.296356
2591913,186633,2021-06-25 07:29:03.647432
2591530,186633,2021-06-25 07:29:08.060672
2591920,186633,2021-06-25 07:29:12.576593
2591517,186633,2021-06-25 07:29:17.143442
2591908,186633,2021-06-25 07:29:21.492570
2591521,189016,2021-06-25 07:29:26.054352
2591519,188794,2021-06-25 07:29:30.569484
2591909,186634,2021-06-25 07:29:34.999777
2591519,189015,2021-06-25 07:29:39.960480
2591887,189016,2021-06-25 07:29:44.405693
2591883,186634,2021-06-25 07:29:48.797928
2591512,186636,2021-06-25 07:29:53.123770
2591516,186636,2021-06-25 07:29:57.624967
2591901,189015,2021-06-25 07:30:03.752046
2591872,188793,2021-06-25 07:30:08.962500
2591900,188793,2021-06-25 07:30:14.067472
2591502,189020,2021-06-25 07:30:18.966396
2591883,188793,2021-06-25 07:30:23.600612
2591881,188793,2021-06-25 07:30:28.386905
2591860,189021,2021-06-25 07:30:32.943118
2591478,189021,2021-06-25 07:30:37.482733
2591459,188793,2021-06-25 07:30:42.002140
2591873,186637,2021-06-25 07:30:46.366033
2591475,189020,2021-06-25 07:30:50.764891
2591476,186637,2021-06-25 07:30:55.210164
2591477,186637,2021-06-25 07:30:59.609720
2591835,189020,2021-06-25 07:31:04.069700
2591827,188792,2021-06-25 07:31:08.688991
2591861,189020,2021-06-25 07:31:12.975297
2591831,189020,2021-06-25 07:31:17.405130
2591838,188793,2021-06-25 07:31:21.782047
2591459,188793,2021-06-25 07:31:26.121142
2591461,188791,2021-06-25 07:31:30.427563
2591462,186636,2021-06-25 07:31:34.892816
2591846,186636,2021-06-25 07:31:39.460476
2591458,188792,2021-06-25 07:31:43.949661
2591458,186636,2021-06-25 07:31:48.398657
2591465,189019,2021-06-25 07:31:52.773857
2591816,188793,2021-06-25 07:31:57.110797
2591856,189019,2021-06-25 07:32:01.550632
2591831,189019,2021-06-25 07:32:05.889094
2591860,189019,2021-06-25 07:32:10.380992
2591473,189019,2021-06-25 07:32:15.240427
2591471,189020,2021-06-25 07:32:19.628456
2591840,188795,2021-06-25 07:32:24.016931
2591832,188795,2021-06-25 07:32:28.402216
2591835,189021,2021-06-25 07:32:32.830966
2591469,186635,2021-06-25 07:32:37.908634
2591832,186637,2021-06-25 07:32:42.918501
2591862,186636,2021-06-25 07:32:47.942831
2591860,188794,2021-06-25 07:32:52.942964
2591834,189020,2021-06-25 07:32:57.748956
2591470,188792,2021-06-25 07:33:02.614920
2591468,188792,2021-06-25 07:33:07.350752
2591840,188792,2021-06-25 07:33:12.272641
2591868,188792,2021-06-25 07:33:16.710354
2591475,189019,2021-06-25 07:33:21.220006
2591463,189020,2021-06-25 07:33:25.590918
2591479,186637,2021-06-25 07:33:29.898178
2591476,188792,2021-06-25 07:33:34.302332
2591863,189020,2021-06-25 07:33:38.944758
2591841,186637,2021-06-25 07:33:43.258131
2591481,189020,2021-06-25 07:33:47.594464
2591489,186637,2021-06-25 07:33:52.006991
2591489,186636,2021-06-25 07:33:56.486878
2591842,189019,2021-06-25 07:34:00.940161
2591840,189019,2021-06-25 07:34:05.335413
2591844,189019,2021-06-25 07:34:09.803836
2591861,188789,2021-06-25 07:34:14.233432
2591877,186634,2021-06-25 07:34:18.693850
2591850,188789,2021-06-25 07:34:23.275757
2591872,188789,2021-06-25 07:34:27.679134
2591848,189017,2021-06-25 07:34:32.085206
2591851,188789,2021-06-25 07:34:36.518385
2591871,189017,2021-06-25 07:34:40.913459
2591479,188789,2021-06-25 07:34:45.380669
2591479,189016,2021-06-25 07:34:49.867595
2591850,188788,2021-06-25 07:34:54.396463
2591870,186633,2021-06-25 07:34:59.052934
2591857,186632,2021-06-25 07:35:03.458714
2591873,189015,2021-06-25 07:35:08.680344
2591863,188790,2021-06-25 07:35:13.710484
2591881,188792,2021-06-25 07:35:18.552649
2591492,189014,2021-06-25 07:35:23.446468
2591879,188791,2021-06-25 07:35:27.802665
2591492,188791,2021-06-25 07:35:32.569935
2591493,186632,2021-06-25 07:35:37.386544
2591858,188791,2021-06-25 07:35:42.193183
2591864,186635,2021-06-25 07:35:47.051433
2591851,189016,2021-06-25 07:35:51.992438
2591851,189016,2021-06-25 07:35:56.858485
2591871,186639,2021-06-25 07:36:01.810472
2591879,188790,2021-06-25 07:36:06.655682
2591486,189018,2021-06-25 07:36:11.633279
2591878,189021,2021-06-25 07:36:16.568491
2591496,186638,2021-06-25 07:36:21.349969
2591849,188790,2021-06-25 07:36:26.224411
2591875,189021,2021-06-25 07:36:31.052707
2591485,188790,2021-06-25 07:36:35.596273
2591868,188790,2021-06-25 07:36:39.899691
2591866,189020,2021-06-25 07:36:44.208831
2591479,186637,2021-06-25 07:36:48.521536
2591488,188789,2021-06-25 07:36:52.927485
2591850,188789,2021-06-25 07:36:57.803485
2591487,189020,2021-06-25 07:37:02.819309
2591854,188789,2021-06-25 07:37:07.788160
2591863,189020,2021-06-25 07:37:12.755931
2591861,189020,2021-06-25 07:37:17.146766
2591832,189020,2021-06-25 07:37:21.568851
2591850,189020,2021-06-25 07:37:25.958734
2591463,186637,2021-06-25 07:37:30.477180
2591466,189020,2021-06-25 07:37:34.833469
2591831,188790,2021-06-25 07:37:39.256090
2591837,189020,2021-06-25 07:37:43.600046
2591849,189020,2021-06-25 07:37:47.881500
2591815,188792,2021-06-25 07:37:52.319754
2591454,186637,2021-06-25 07:37:56.758122
2591821,189019,2021-06-25 07:38:02.037140
2591852,188794,2021-06-25 07:38:06.960864
2591838,186636,2021-06-25 07:38:12.110894
2591467,188794,2021-06-25 07:38:16.864923
2591829,189019,2021-06-25 07:38:21.409074
2591813,186636,2021-06-25 07:38:25.823976
2591824,186636,2021-06-25 07:38:30.194967
2591833,186637,2021-06-25 07:38:34.486686
2591828,186637,2021-06-25 07:38:38.880707
2591805,188796,2021-06-25 07:38:43.847833
2591437,188795,2021-06-25 07:38:48.554189
2591815,188795,2021-06-25 07:38:53.491626
2591438,188795,2021-06-25 07:38:58.291021
2591445,186637,2021-06-25 07:39:02.586701
2591839,188795,2021-06-25 07:39:07.101991
2591442,188795,2021-06-25 07:39:11.769733
2591451,188795,2021-06-25 07:39:16.221737
2591836,186639,2021-06-25 07:39:20.726953
2591773,189022,2021-06-25 07:39:25.719696
2591799,189022,2021-06-25 07:39:30.819943
2591402,189022,2021-06-25 07:39:35.760254
2591402,188795,2021-06-25 07:39:40.771857
2591776,188795,2021-06-25 07:39:45.851238
2591795,189022,2021-06-25 07:39:50.764105
2591762,189022,2021-06-25 07:39:55.571233
2591774,188795,2021-06-25 07:40:00.708682
2591771,189022,2021-06-25 07:40:05.458909
2591415,188795,2021-06-25 07:40:10.382034
2591417,189022,2021-06-25 07:40:15.256415
2591785,189022,2021-06-25 07:40:20.230992
2591800,188793,2021-06-25 07:40:24.714708
2591790,186637,2021-06-25 07:40:29.756028
2591779,186637,2021-06-25 07:40:34.623567
2591785,189020,2021-06-25 07:40:39.366436
2591800,186637,2021-06-25 07:40:43.740056
2591416,186637,2021-06-25 07:40:48.067706
2591428,186637,2021-06-25 07:40:52.496541
2591422,186636,2021-06-25 07:40:57.067848
2591792,188793,2021-06-25 07:41:01.411804
2591803,188792,2021-06-25 07:41:07.333961
2591814,189018,2021-06-25 07:41:12.743056
2591799,188792,2021-06-25 07:41:17.209218
2591815,189018,2021-06-25 07:41:21.702802
2591435,188793,2021-06-25 07:41:26.318450
2591440,189018,2021-06-25 07:41:30.787410
2591814,186635,2021-06-25 07:41:35.878130
2591440,188792,2021-06-25 07:41:40.929390
2591846,186634,2021-06-25 07:41:46.050298
2591840,186635,2021-06-25 07:41:51.030792
2591859,186634,2021-06-25 07:41:56.082474
2591837,189016,2021-06-25 07:42:01.118210
2591875,188791,2021-06-25 07:42:06.055372
2591865,186635,2021-06-25 07:42:10.862130
2591517,188791,2021-06-25 07:42:15.200668
2591519,188791,2021-06-25 07:42:19.567833
2591520,189017,2021-06-25 07:42:23.896034
2591899,189017,2021-06-25 07:42:28.184834
2591513,186636,2021-06-25 07:42:32.707249
2591509,186634,2021-06-25 07:42:37.053413
2591877,186633,2021-06-25 07:42:42.010892
2591891,189014,2021-06-25 07:42:46.751253
2591875,186632,2021-06-25 07:42:51.558684
2591467,189014,2021-06-25 07:42:56.338092
2591833,186632,2021-06-25 07:43:00.613709
2591477,189014,2021-06-25 07:43:05.358401
2591856,186632,2021-06-25 07:43:09.773156
2591472,186632,2021-06-25 07:43:14.221118
2591856,186632,2021-06-25 07:43:18.651407
2591849,188788,2021-06-25 07:43:23.657997
2591848,186632,2021-06-25 07:43:27.978608
2591851,188789,2021-06-25 07:43:32.397004
2591827,186632,2021-06-25 07:43:36.780116
2591470,188789,2021-06-25 07:43:41.168141
2591446,186631,2021-06-25 07:43:45.553477
2591835,189013,2021-06-25 07:43:49.814744
2591458,186631,2021-06-25 07:43:54.183394
2591815,186631,2021-06-25 07:43:58.643022
2591840,186631,2021-06-25 07:44:06.594407
2591454,189013,2021-06-25 07:44:11.207197
2591784,186630,2021-06-25 07:44:15.649427
2591775,186629,2021-06-25 07:44:20.658785
2591776,189011,2021-06-25 07:44:25.179782
2591750,186629,2021-06-25 07:44:30.408302
2591773,189011,2021-06-25 07:44:35.222420
2591763,188788,2021-06-25 07:44:40.104857
2591389,188788,2021-06-25 07:44:45.126497
2591774,186631,2021-06-25 07:44:50.202109
2591777,189012,2021-06-25 07:44:55.053358
2591772,186633,2021-06-25 07:45:00.024190
2591415,189014,2021-06-25 07:45:05.490576
2591811,189014,2021-06-25 07:45:11.741069
2591410,188786,2021-06-25 07:45:16.661614
2591843,189013,2021-06-25 07:45:21.676789
2591446,189014,2021-06-25 07:45:26.820918
2591843,188786,2021-06-25 07:45:31.505916
2591805,189014,2021-06-25 07:45:36.114981
2591448,186632,2021-06-25 07:45:40.569673
2591834,189013,2021-06-25 07:45:44.911895
2591451,188786,2021-06-25 07:45:49.443396
2591445,188786,2021-06-25 07:45:54.468225
2591839,186632,2021-06-25 07:45:59.428583
2591844,188786,2021-06-25 07:46:04.521738
2591837,189012,2021-06-25 07:46:09.687086
2591445,189012,2021-06-25 07:46:14.589823
2591827,189012,2021-06-25 07:46:19.177492
